"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","SEP_CATEGORY_CODE","SEP_CATEGORY_DESC","SEP_ID","SEP_TEXT","SEP_AMT"
"6492","02-1998-0139","5282","PBH","Public Health","228","AN ACETONE BASED CLEANER WILL REPLACE A TOLUENE BASED     CLEANER FOR METAL PARTS.                                    ",
"6493","02-1998-0140","5283","OTH","Other Program Specific SEP","229","RECYCLING OF PROCESS WATER RESULTING IN CONSERVING UP TO  2,520,000 GALLONS OF WATER PER YEAR.                        ",
"6532","02-1998-0181","5322","PBH","Public Health","230","ASTHMA STUDY OF CHILDREN                                     ",
"6589","02-1998-0239","5379","PPO","Pollution Prevention","231","INSTALL UPDATED STORAGE AREA FOR USED OIL.  PURCHASE USED OIL FILTER CRUSHER.                                         ",
"6589","02-1998-0239","5379","ERP","Environmental Restoration and Protection","231","INSTALL UPDATED STORAGE AREA FOR USED OIL.  PURCHASE USED OIL FILTER CRUSHER.                                         ",
"6589","02-1998-0239","5379","ETM","Pollution Prevention/Equipment-Technology Modification","231","INSTALL UPDATED STORAGE AREA FOR USED OIL.  PURCHASE USED OIL FILTER CRUSHER.                                         ",
"6589","02-1998-0239","5379","PPM","Pollution Prevention/Process-Procedure Modification","231","INSTALL UPDATED STORAGE AREA FOR USED OIL.  PURCHASE USED OIL FILTER CRUSHER.                                         ",
"6595","02-1998-0245","5384","PPO","Pollution Prevention","232","THERE ARE 3 SEPS FOR THIS SETTLEMENT.  THEY INVOLVE BOTH    TSCA AND EPCRA.                                             1)  TRACTIONATOR AND ANALYZERS ON METHANOL RECYCLING TO     OPTIMIZE POTW OUTPUT;                                       2)  MODSOL RECYCLING;                                       3)  LOW EMISSIONS VALVE.                                    ",
"6595","02-1998-0245","5384","PRD","Pollution Reduction","232","THERE ARE 3 SEPS FOR THIS SETTLEMENT.  THEY INVOLVE BOTH    TSCA AND EPCRA.                                             1)  TRACTIONATOR AND ANALYZERS ON METHANOL RECYCLING TO     OPTIMIZE POTW OUTPUT;                                       2)  MODSOL RECYCLING;                                       3)  LOW EMISSIONS VALVE.                                    ",
"6595","02-1998-0245","5384","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","232","THERE ARE 3 SEPS FOR THIS SETTLEMENT.  THEY INVOLVE BOTH    TSCA AND EPCRA.                                             1)  TRACTIONATOR AND ANALYZERS ON METHANOL RECYCLING TO     OPTIMIZE POTW OUTPUT;                                       2)  MODSOL RECYCLING;                                       3)  LOW EMISSIONS VALVE.                                    ",
"6595","02-1998-0245","5384","IPR","Pollution Prevention/In-Process Recycling","232","THERE ARE 3 SEPS FOR THIS SETTLEMENT.  THEY INVOLVE BOTH    TSCA AND EPCRA.                                             1)  TRACTIONATOR AND ANALYZERS ON METHANOL RECYCLING TO     OPTIMIZE POTW OUTPUT;                                       2)  MODSOL RECYCLING;                                       3)  LOW EMISSIONS VALVE.                                    ",
"6597","02-1998-0247","5386","EPP","Emergency Planning and Preparedness","233","(1) SUBSTITUTE DENATURED ALCOHOL FOR METHANOL (MENTANOL IS A     HAZARDOUS AIR POLLLUTANT  AND DENATURED ALCOHOL ISN'T; (2) PURCHASE COMPUTER EQUIPMENT FOR LOCAL FIRE STATION -        MSDS SUBSCRIPTIONS.                                     ",
"6597","02-1998-0247","5386","PPO","Pollution Prevention","233","(1) SUBSTITUTE DENATURED ALCOHOL FOR METHANOL (MENTANOL IS A     HAZARDOUS AIR POLLLUTANT  AND DENATURED ALCOHOL ISN'T; (2) PURCHASE COMPUTER EQUIPMENT FOR LOCAL FIRE STATION -        MSDS SUBSCRIPTIONS.                                     ",
"6597","02-1998-0247","5386","RMS","Pollution Prevention/Raw Materials Substitution","233","(1) SUBSTITUTE DENATURED ALCOHOL FOR METHANOL (MENTANOL IS A     HAZARDOUS AIR POLLLUTANT  AND DENATURED ALCOHOL ISN'T; (2) PURCHASE COMPUTER EQUIPMENT FOR LOCAL FIRE STATION -        MSDS SUBSCRIPTIONS.                                     ",
"6640","02-1998-0290","5431","PPO","Pollution Prevention","234","INSTALL NEW PRECIOUS METALS PLATING LINE.                   ",
"6640","02-1998-0290","5431","ETM","Pollution Prevention/Equipment-Technology Modification","234","INSTALL NEW PRECIOUS METALS PLATING LINE.                   ",
"6640","02-1998-0290","5431","PRR","Pollution Prevention/Product Reformulation/Redesign","234","INSTALL NEW PRECIOUS METALS PLATING LINE.                   ",
"6686","02-1998-0336","5474","PPO","Pollution Prevention","235","CITY WILL BUY 9 LOW EMISSION GARBAGE TRUCKS; WILL BUILD STATIONS SO THAT VEHICLES CAN BE FULED WITH NATURAL GAS;    WILL TEST NEW EMISSION CONTROLS FOR GARBAGE TRUCKS.         ",
"6686","02-1998-0336","5474","ETM","Pollution Prevention/Equipment-Technology Modification","235","CITY WILL BUY 9 LOW EMISSION GARBAGE TRUCKS; WILL BUILD STATIONS SO THAT VEHICLES CAN BE FULED WITH NATURAL GAS;    WILL TEST NEW EMISSION CONTROLS FOR GARBAGE TRUCKS.         ",
"6686","02-1998-0336","600009422","ERP","Environmental Restoration and Protection","600002082","The City shall plant 420 trees in NYC five (5) boroughs.","610000"
"6709","02-1998-0359","5496","PBH","Public Health","236","CONNECTION OF 2 COMMUNITIES TO PRASA DRINKIN WATER SYSTEM.  THE COMMUNITIES CURRENTLY ARE CONNECTED TO A NON-PRASA      SYSTEM THAT IS NOT FILTERED.  THE TWO COMMUNITIES ARE       ACUEDUCTO COMUNAL ($381,400) AND SALTOS CAGUANA ($109,200). TOTAL COST TOGETHER = $490,600.                             *                                                           ",
"6752","02-1998-0402","5538","PBH","Public Health","237","REDUCTION OF SUSPENDED SOLIDS AND METAL COMPOUNDS IN THE  WASTE WATER EFFLUENT EMITTED FROM THE PLANT.                ",
"6752","02-1998-0402","5538","PRD","Pollution Reduction","237","REDUCTION OF SUSPENDED SOLIDS AND METAL COMPOUNDS IN THE  WASTE WATER EFFLUENT EMITTED FROM THE PLANT.                ",
"6772","02-1998-0424","5557","PPO","Pollution Prevention","238","REPLACEMENT OF EJECTORS STATIONS WITH A PUMP STATION,       INSTALLATION OF TELEMETLY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6772","02-1998-0424","5557","ETM","Pollution Prevention/Equipment-Technology Modification","238","REPLACEMENT OF EJECTORS STATIONS WITH A PUMP STATION,       INSTALLATION OF TELEMETLY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6772","02-1998-0424","5557","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","238","REPLACEMENT OF EJECTORS STATIONS WITH A PUMP STATION,       INSTALLATION OF TELEMETLY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6773","02-1998-0425","5558","PPO","Pollution Prevention","239","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION,         INSTALLATION OF TELEMETILY; REPLACEMENT EJECTOR STATION     WITH A GRAVITY LINE.                                        ",
"6773","02-1998-0425","5558","ETM","Pollution Prevention/Equipment-Technology Modification","239","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION,         INSTALLATION OF TELEMETILY; REPLACEMENT EJECTOR STATION     WITH A GRAVITY LINE.                                        ",
"6773","02-1998-0425","5558","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","239","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION,         INSTALLATION OF TELEMETILY; REPLACEMENT EJECTOR STATION     WITH A GRAVITY LINE.                                        ",
"6774","02-1998-0426","5559","PPO","Pollution Prevention","240","REPLACEMENT OF EJECTORS WITH A PUMP STATION, INSTALLATION   OF TELEMETIY; REPLACEMENT OF EJECTOR STATION WITH GRAVITY   LINE.                                                       ",
"6774","02-1998-0426","5559","ETM","Pollution Prevention/Equipment-Technology Modification","240","REPLACEMENT OF EJECTORS WITH A PUMP STATION, INSTALLATION   OF TELEMETIY; REPLACEMENT OF EJECTOR STATION WITH GRAVITY   LINE.                                                       ",
"6774","02-1998-0426","5559","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","240","REPLACEMENT OF EJECTORS WITH A PUMP STATION, INSTALLATION   OF TELEMETIY; REPLACEMENT OF EJECTOR STATION WITH GRAVITY   LINE.                                                       ",
"6775","02-1998-0427","5560","PPO","Pollution Prevention","241","REPLACEMENT OF EJECTORS STATION WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6775","02-1998-0427","5560","ETM","Pollution Prevention/Equipment-Technology Modification","241","REPLACEMENT OF EJECTORS STATION WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6775","02-1998-0427","5560","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","241","REPLACEMENT OF EJECTORS STATION WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6776","02-1998-0428","5561","PPO","Pollution Prevention","242","REPLACEMENT OF EJECTOR STATIONS WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6776","02-1998-0428","5561","ETM","Pollution Prevention/Equipment-Technology Modification","242","REPLACEMENT OF EJECTOR STATIONS WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6776","02-1998-0428","5561","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","242","REPLACEMENT OF EJECTOR STATIONS WITH A PUMP STATION,        INSTALLATION OF TELEMETIY; REPLACEMENT OF EJECTOR STATION   WITH A GRAVITY LINE.                                        ",
"6777","02-1998-0429","5562","PPO","Pollution Prevention","243","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION AND      REPLACEMENT OF EJECTOR WITH A GRAVITY LINE; INSTALLATION OF TELEMETRY.                                                  ",
"6777","02-1998-0429","5562","ETM","Pollution Prevention/Equipment-Technology Modification","243","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION AND      REPLACEMENT OF EJECTOR WITH A GRAVITY LINE; INSTALLATION OF TELEMETRY.                                                  ",
"6777","02-1998-0429","5562","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","243","REPLACEMENT OF EJECTOR STATION WITH A PUMP STATION AND      REPLACEMENT OF EJECTOR WITH A GRAVITY LINE; INSTALLATION OF TELEMETRY.                                                  ",
"6782","02-1998-0434","5567","EPP","Emergency Planning and Preparedness","244","PURCHASING BY RESPONDENT OF COMPUTER HAARDWARE AND SOFTWARE TO BE USED IN EMERGENCY RESPONSE AND PLANNING BY MONROE     COUNTY OFFICE OF EMERGENCY PREPAREDNESS.                    ",
"6811","02-1999-0013","59252","ERP","Environmental Restoration and Protection","7565","Conservation Easement on approximately 100 acres of Defendants' property.","782997"
"7045","02-1999-3301","5805","PPO","Pollution Prevention","245","PURCHASE OF TWO (2) SEWER CLEANING MACHINES, EACH WORTH     APPROXIMATELY FIFTY-THOUSAND DOLLARS ($50,000).             ",
"7045","02-1999-3301","5805","ETM","Pollution Prevention/Equipment-Technology Modification","245","PURCHASE OF TWO (2) SEWER CLEANING MACHINES, EACH WORTH     APPROXIMATELY FIFTY-THOUSAND DOLLARS ($50,000).             ",
"7046","02-1999-3303","5806","PPO","Pollution Prevention","246","PURCHASE AND UTILIZATION OF TWO (2) SEWER CLEANING MACHINES.","80000"
"7046","02-1999-3303","5806","ETM","Pollution Prevention/Equipment-Technology Modification","246","PURCHASE AND UTILIZATION OF TWO (2) SEWER CLEANING MACHINES.",
"7046","02-1999-3303","5806","PPM","Pollution Prevention/Process-Procedure Modification","246","PURCHASE AND UTILIZATION OF TWO (2) SEWER CLEANING MACHINES.",
"7051","02-1999-3308","5811","PRD","Pollution Reduction","247","PURCHASE OF MOBILE AIR/WATER PRESSURE TRUCK TO CLEAN SEWER  LINES.                                                      ",
"7052","02-1999-3309","5812","PBH","Public Health","248","TO CONNECT 35 HOMES IN BARRIADA WARD TO PRASA SANITARY      SEWER AVOIDING DISCHARGES OF RAW SEWAGE TO AREA STORM       SEWERS.                                                     ",
"7052","02-1999-3309","5812","PRD","Pollution Reduction","248","TO CONNECT 35 HOMES IN BARRIADA WARD TO PRASA SANITARY      SEWER AVOIDING DISCHARGES OF RAW SEWAGE TO AREA STORM       SEWERS.                                                     ",
"7055","02-1999-3312","5815","OTH","Other Program Specific SEP","249","THE PURCHASE OF TWO MOBILE HIGH VOLECITY SEWER CLEANIANG    MACHINES.                                                   ",
"7056","02-1999-3313","5816","OTH","Other Program Specific SEP","250",,
"7085","02-1999-4003","5845","PPO","Pollution Prevention","251","THE SEP PROVIDES FOR THE IMPLEMENTATION OF A CENTRALIZED  COMPUTER INVENTORY SYSTEM FOR CHLORINE, WHICH WILL MAINTAIN ACCURATE TRACK OF CHLORINE CONTAINERS AT RESPONDENT'S       FACILITIES.  THIS SYSTEM WILL BE USEFUL IN THE EVENT OF A   MAJOR DISASTER RESPONSE, IT WILL HELP PREVENT THE LOSS OF   RECORDS AND WILL ENABLE RESPONDENT TO COMPLY WITH CERCLA    AND EPCRA NOTIFICATION REQUIREMENTS IN THE EVENT OF A       RELEASE.                                                    ",
"7085","02-1999-4003","5845","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","251","THE SEP PROVIDES FOR THE IMPLEMENTATION OF A CENTRALIZED  COMPUTER INVENTORY SYSTEM FOR CHLORINE, WHICH WILL MAINTAIN ACCURATE TRACK OF CHLORINE CONTAINERS AT RESPONDENT'S       FACILITIES.  THIS SYSTEM WILL BE USEFUL IN THE EVENT OF A   MAJOR DISASTER RESPONSE, IT WILL HELP PREVENT THE LOSS OF   RECORDS AND WILL ENABLE RESPONDENT TO COMPLY WITH CERCLA    AND EPCRA NOTIFICATION REQUIREMENTS IN THE EVENT OF A       RELEASE.                                                    ",
"7087","02-1999-4006","5847","EPP","Emergency Planning and Preparedness","252","40 HOUR HAZARDOUS MATERIALS TECHNICIAN-LEVEL TRAINING PRO-  GRAM ( HAZMAT TRAINING ), AS DEFINED IN 29 C.F.R. SECTION   1910.120, FOR THE CAROLINA LOCAL EMERGENCY PLANNING         COMMITTEE.                                                  ",
"7090","02-1999-4011","5850","EPP","Emergency Planning and Preparedness","253","PURCHASE 10 PERSONAL PAGERS AND 10 SETS OF TURN OUT GEAR FORTHE CHATEAUGARY FIRE DEPT.                                  ",
"7092","02-1999-4101","5852","PBH","Public Health","254","(1) RESPONDENT WILL INSTALL DISTILLATION SYSTEM THAT USES       ION EXCHANGE PROCESS TO RECOVER APPROX. 90% OF COBALT &     CHROMIUM SALTS FROM WASTE STREAM ($106,771) AND         (2) RESPONDENT WILL PURCHASE EQUIPMENT FOR GLOUCESTER CITY      OFFICE OF EMERGENCY MGMT ($12,092).                     TOTAL = $118,863.                                           ","118863"
"7092","02-1999-4101","5852","PRD","Pollution Reduction","254","(1) RESPONDENT WILL INSTALL DISTILLATION SYSTEM THAT USES       ION EXCHANGE PROCESS TO RECOVER APPROX. 90% OF COBALT &     CHROMIUM SALTS FROM WASTE STREAM ($106,771) AND         (2) RESPONDENT WILL PURCHASE EQUIPMENT FOR GLOUCESTER CITY      OFFICE OF EMERGENCY MGMT ($12,092).                     TOTAL = $118,863.                                           ",
"7092","02-1999-4101","5852","EPP","Emergency Planning and Preparedness","254","(1) RESPONDENT WILL INSTALL DISTILLATION SYSTEM THAT USES       ION EXCHANGE PROCESS TO RECOVER APPROX. 90% OF COBALT &     CHROMIUM SALTS FROM WASTE STREAM ($106,771) AND         (2) RESPONDENT WILL PURCHASE EQUIPMENT FOR GLOUCESTER CITY      OFFICE OF EMERGENCY MGMT ($12,092).                     TOTAL = $118,863.                                           ",
"7095","02-1999-4106","5855","PRD","Pollution Reduction","255","SOLVENT RECOVERY SYSTEM PRIMARILY FOR METHYL ETHYL KETONE   AND TOLUENE.                                                ",
"7106","02-1999-4206","5866","PBH","Public Health","256","RESPONDENT IS PURCHASING SOFTWARE & HARDWARE FOR GREEN COUNTY EMERGENCY PREPAREDNESS PERSONNEL.                    ",
"7106","02-1999-4206","5866","PPO","Pollution Prevention","256","RESPONDENT IS PURCHASING SOFTWARE & HARDWARE FOR GREEN COUNTY EMERGENCY PREPAREDNESS PERSONNEL.                    ",
"7106","02-1999-4206","5866","ERP","Environmental Restoration and Protection","256","RESPONDENT IS PURCHASING SOFTWARE & HARDWARE FOR GREEN COUNTY EMERGENCY PREPAREDNESS PERSONNEL.                    ",
"7106","02-1999-4206","5866","EPP","Emergency Planning and Preparedness","256","RESPONDENT IS PURCHASING SOFTWARE & HARDWARE FOR GREEN COUNTY EMERGENCY PREPAREDNESS PERSONNEL.                    ",
"7106","02-1999-4206","5866","ETM","Pollution Prevention/Equipment-Technology Modification","256","RESPONDENT IS PURCHASING SOFTWARE & HARDWARE FOR GREEN COUNTY EMERGENCY PREPAREDNESS PERSONNEL.                    ",
"7128","02-1999-7502","5887","PRD","Pollution Reduction","257","INSTALLATION OF DOUBLE WALLED PIPING; STATE OF THE ART LEAK DETECTION; & ADDITIONAL OVERFILL PROTECTION.                ",
"7137","02-1999-7511","5896","PPO","Pollution Prevention","258","REPLACING USTS WITH ABOVE GROUND TANK SYSTEM WITH VAPOR     RECOVERY.                                                   ",
"7137","02-1999-7511","5896","PRD","Pollution Reduction","258","REPLACING USTS WITH ABOVE GROUND TANK SYSTEM WITH VAPOR     RECOVERY.                                                   ",
"7137","02-1999-7511","5896","ETM","Pollution Prevention/Equipment-Technology Modification","258","REPLACING USTS WITH ABOVE GROUND TANK SYSTEM WITH VAPOR     RECOVERY.                                                   ",
"7137","02-1999-7511","5896","PPM","Pollution Prevention/Process-Procedure Modification","258","REPLACING USTS WITH ABOVE GROUND TANK SYSTEM WITH VAPOR     RECOVERY.                                                   ",
"7209","02-1999-9208","5968","PPO","Pollution Prevention","259","FIVE (5) PCB TRANSFORMERS ARE TO BE RETROFILLED AND    EVENTUALLY CLASSIFIED AS NON-PCB TRANSFORMERS.              ",
"7209","02-1999-9208","5968","ETM","Pollution Prevention/Equipment-Technology Modification","259","FIVE (5) PCB TRANSFORMERS ARE TO BE RETROFILLED AND    EVENTUALLY CLASSIFIED AS NON-PCB TRANSFORMERS.              ",
"7216","02-2000-0004","47533","PBH","Public Health","2862","Defendants jointly and severally shall establish an escrow account in the amount of one million dollars ($1,000,000) to fund the SEP.  Pursuant to the SEP, PRASA shall evaluate Non-PRASA Systems consisting of privately-owned and operated water supplies in Puerto Rico, that are considered by EPA, in consultation with the Puerto Rico Department of Health ( PRDOH ), as substandard and which fail to comply with applicable safe drinking water standards.  The Evaluations will serve to determine what actions can be taken to bring the Non-PRASA Systems into compliance with such safe drinking water standards.  The primary objectives of the Non-PRASA System Sep are to:
-Connect Non-PRASA Systems to PRASA, to the extent practicalbe.
-Install disinfection in selected Non-PRASA Systems.
-Reduce the overall number of Non-PRASA Systems that derive drinking water from untreated surface water sources.
-Reduce the number of positive bacteriological results in Non-PRASA Systems.
-Provide training to qualified individuals administering the Non-PRASA Systems to ensure proper operation and maintencnce of system improvements.","1000000"
"7216","02-2000-0004","600014089","PBH","Public Health","600002731","EPA and PRASA seek to modify the last activity/milestone on Appendix E entitled Work Plan Supplemental Environmental Project.   To date, PRASA has completed the first three milestones as listed in Appendix E for the Supplemental Environmental Project (SEP) to be performed and expects to implement the SEP at the following three communities: Villa Blanca, Lajita and El Chichón.  In an effort to clarify PRASAs obligations in implementing the SEP, the parties have agreed to modify the last activity/milestone listed in Appendix E to provide for completion dates for the SEP projects at all three communities.","1000000"
"7519","02-2000-4001","6245","PBH","Public Health","260","PURCHASE OF EMERGANCE RESPONSE EQUIPMENT FOR LOCAL FIREDEPARTMENT.                                                 *                                                           ","20000"
"7519","02-2000-4001","6245","EPP","Emergency Planning and Preparedness","260","PURCHASE OF EMERGANCE RESPONSE EQUIPMENT FOR LOCAL FIREDEPARTMENT.                                                 *                                                           ",
"7522","02-2000-4005","6248","PBH","Public Health","261","RESPONDENT WILL PURCHASE A THERMAL IMAGING CAMERA FOR THE   UTICA FIRE DEPARTMENT.                                      *                                                           ",
"7522","02-2000-4005","6248","EPP","Emergency Planning and Preparedness","261","RESPONDENT WILL PURCHASE A THERMAL IMAGING CAMERA FOR THE   UTICA FIRE DEPARTMENT.                                      *                                                           ",
"7525","02-2000-4101","6251","PBH","Public Health","262","REPLACEMENT OF AIRHYDROUS AMMONIA STORAGE TANK WITH AGUEOUS AMMONIA STORAGE TANK.  REDUCES EXPOSURE RISK FROM 1.2 MILES TO 0.19 MILES.                                              ",
"7525","02-2000-4101","6251","PRD","Pollution Reduction","262","REPLACEMENT OF AIRHYDROUS AMMONIA STORAGE TANK WITH AGUEOUS AMMONIA STORAGE TANK.  REDUCES EXPOSURE RISK FROM 1.2 MILES TO 0.19 MILES.                                              ",
"7554","02-2000-7102","6280","ECP","Environmental Compliance Promotion","263","RESPONDENT WILL CONSTRICT USED OIL STORAGE BUILDING ANDCONCRETE FLOOR.  RESPONDENT WILL ALSO PURCHASE USED OIL     FILTER CRUSHER.                                             ",
"8143","02-2000-9202","6869","PPO","Pollution Prevention","264","REMOVE AND DISPOSE OF 1 10-GALLON PCB TRANSFORMER AND 3 PCB LARGE CAPACITORS.                                           ",
"8143","02-2000-9202","6869","ETM","Pollution Prevention/Equipment-Technology Modification","264","REMOVE AND DISPOSE OF 1 10-GALLON PCB TRANSFORMER AND 3 PCB LARGE CAPACITORS.                                           ",
"8171","02-2001-0020","43587","PRD","Pollution Reduction","1965","Carbon Dioxide Reduction Program, Methane Gas Recovery, Mercury Reductgion and Monitoring","6000000"
"8176","02-2001-0025","600002246","PRD","Pollution Reduction","600000322","The Defendant County shall fund a capital funds sub-account with $700,000.  The funds held in this sub-account shall be used solely to purchase privately-owned land in the Core Preservation Area of Central Long Island Pine Barrens as defined in NYECL § 57-0107(11) for the purpose of protecting groundwater in Suffolk Countys sole source aquifer from discharges of pollutants that may accompany development. ","700000"
"162177","02-2001-0027","58994","EPP","Emergency Planning and Preparedness","7382","Provide local sheriff's dept. with emergency response equiment.","200000"
"8417","02-2001-3402","7100","OTH","Other Program Specific SEP","265",,"1000000"
"8427","02-2001-3412","7110","PPO","Pollution Prevention","266","THE SEP WAS IMPLEMENTED TO PERMANENTLY CLOSE OUTFALL   002 AND TO BETTER TREAT THIS STORMWATER RUNOFF.  STRAW BALESWERE PUT IN PLACE TO CAPTURE SEDIMENT AND A CULVERT BUILT   TO CHANNEL STORMWATER TO THE RETENTION POND AND THEN TO     THE WASTEWATER TREATMENT PLANT AT OUTFALL 001.              ","36000"
"8427","02-2001-3412","7110","OTH","Other Program Specific SEP","266","THE SEP WAS IMPLEMENTED TO PERMANENTLY CLOSE OUTFALL   002 AND TO BETTER TREAT THIS STORMWATER RUNOFF.  STRAW BALESWERE PUT IN PLACE TO CAPTURE SEDIMENT AND A CULVERT BUILT   TO CHANNEL STORMWATER TO THE RETENTION POND AND THEN TO     THE WASTEWATER TREATMENT PLANT AT OUTFALL 001.              ",
"8427","02-2001-3412","7110","PPM","Pollution Prevention/Process-Procedure Modification","266","THE SEP WAS IMPLEMENTED TO PERMANENTLY CLOSE OUTFALL   002 AND TO BETTER TREAT THIS STORMWATER RUNOFF.  STRAW BALESWERE PUT IN PLACE TO CAPTURE SEDIMENT AND A CULVERT BUILT   TO CHANNEL STORMWATER TO THE RETENTION POND AND THEN TO     THE WASTEWATER TREATMENT PLANT AT OUTFALL 001.              ",
"8482","02-2001-7103","7165","PPO","Pollution Prevention","267","SOLVENT DRY CLEANING MACHINE.                               *                                                           ",
"8482","02-2001-7103","7165","ETM","Pollution Prevention/Equipment-Technology Modification","267","SOLVENT DRY CLEANING MACHINE.                               *                                                           ","60000"
"8485","02-2001-7106","7168","ETM","Pollution Prevention/Equipment-Technology Modification","1719","Facility bought a Thermal Imaging camera for the Holley Fire Department.  The camera has the capability to image the storage tank/process tanks and assist the fire department to respond appropriately to prevent leaks and emissions.","5243"
"8493","02-2001-7502","7176","PPO","Pollution Prevention","268","REMOVAL OF TWO UNDERGROUND STORAGE TANKS AND CONVERTING TO  AN ABOVE-GROUND TANK SYSTEM WITH A SOPHISTICATED LEAK       MONITORING SYSTEM.                                          *                                                           ",
"8493","02-2001-7502","7176","ETM","Pollution Prevention/Equipment-Technology Modification","268","REMOVAL OF TWO UNDERGROUND STORAGE TANKS AND CONVERTING TO  AN ABOVE-GROUND TANK SYSTEM WITH A SOPHISTICATED LEAK       MONITORING SYSTEM.                                          *                                                           ",
"8495","02-2001-7505","7178","PPO","Pollution Prevention","269","RESPONDENTS ARE UPGRADING LEAK/RELEASE DETECTION MONITORING METHODS BY AUTOMATING THE SYSTEM AND REDUCING HUMAN ERROR.  RECORDKEEPING IS ALSO BEING CENTRALIZED.                    ","82019"
"8495","02-2001-7505","7178","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","269","RESPONDENTS ARE UPGRADING LEAK/RELEASE DETECTION MONITORING METHODS BY AUTOMATING THE SYSTEM AND REDUCING HUMAN ERROR.  RECORDKEEPING IS ALSO BEING CENTRALIZED.                    ",
"8704","02-2001-9207","7387","PPO","Pollution Prevention","270","RESPONDENT HAS AGREED TO REMOVE, REPLACE AND DISPOSE 3 PCB  TRANSFORMERS.                                               *                                                           ",
"8704","02-2001-9207","7387","ETM","Pollution Prevention/Equipment-Technology Modification","270","RESPONDENT HAS AGREED TO REMOVE, REPLACE AND DISPOSE 3 PCB  TRANSFORMERS.                                               *                                                           ","27222"
"8710","02-2001-9302","7393","ETM","Pollution Prevention/Equipment-Technology Modification","2185","Respondent will remove and dispose of PCB oil contained in its PCB Transformers; flush and rinse the PCB transformers, refill with non PCB oil and test for PCB content after 90 days form the date of refilling; and will remove and dispose the PCB capacitors located in its Facility. The SEP shall be completed 365 days after the date of signature of the Final Order, and shall be performed in accordance with 40 C.F.R. Part 761.","6000"
"8711","02-2001-9304","7394","PBH","Public Health","1726","Respondent will remove and dispose of a PCB Transformer located in its Facility within 150 days after the date of signature of the Final Order.  The PCB transformer will be disposed in accordance with 40 CFR Part 761.","2500"
"8716","02-2002-0004","61224","ETM","Pollution Prevention/Equipment-Technology Modification","8533","Valero will install a cover over the API Separator.  The cover will ensure that the VOC control/removal efficiency of at least 95% is achieved.","1200000"
"87698","02-2002-1207","43729","EEC","Pollution Prevention/Energy Efficiency-Conservation","5120","Freeport Electric, which is owned by the Village of Freeport, will replace a minimum of 220 light fixtures with energy efficient fixtures resulting in a 41% decrease in the annual electrical demand for the existing fixtures.  In addition, Freeport Electric will purchase 2 hybrid vechicles for the Village.","38000"
"86286","02-2002-3409","42923","ETM","Pollution Prevention/Equipment-Technology Modification","3457","The SEP consist of the rehabilitation, operation and maintenance of a sanitary sewer pump station that belongs to the Municipality of Catano.  After the rehabilitation, PRASA will take over the operation and maintenance of this station since the Municipalty does not have the expertise to do this job.  This SEP shall result in the elimination of thousands of gallons of raw sewage that have been discharged into La Malaria Creek due to the malfunction of this pump station, while being operated by the Municipalty.","200000"
"8814","02-2002-3410","7471","ETM","Pollution Prevention/Equipment-Technology Modification","2940","Purchase an installation of trommel Screening System within six months from the effective date of the CA/FO.","312965"
"85257","02-2002-3418","42538","ERP","Environmental Restoration and Protection","2626","Respondent will c onstruct a new surface impoundment in the location of previously destroyed historical ponds.  The new surface impoundment will contribute to improving surface water quality.","65000"
