"ACTIVITY_ID","CASE_NUMBER","ENF_TYPE_CODE","ENF_TYPE_DESC"
"600005648","HQ-2006-0249","109","CERCLA 109 Action For Penalty"
"600005648","HQ-2006-0249","113D1","CAA 113D1 Action For Penalty"
"600005648","HQ-2006-0249","325","EPCRA 325 Action For Penalty"
"600005649","HQ-2006-1256","109","CERCLA 109 Action For Penalty"
"600005649","HQ-2006-1256","113D1","CAA 113D1 Action For Penalty"
"200000394","07-2006-0185","309G2A","CWA 309G2A AO For Class I Penalties"
"200000395","06-2006-3310","112R9","CAA 112R9 AO For Imm Hazard/Accdntl Release"
"200000396","06-2006-2059","309A","CWA 309A AO For Compliance"
"200000398","06-2006-2062","309A","CWA 309A AO For Compliance"
"200000417","08-2006-0097","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200000420","08-2006-0098","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200000422","05-2006-3688","325","EPCRA 325 Action For Penalty"
"200000424","04-2006-5017","311B6BF","CWA 311B6B1 AO For Class I Penalty - Spill Expedited Settlement Pilot (Regionally Approved)"
"200000426","08-2006-0099","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200000433","05-2006-0086","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200000435","04-2006-5019","311B6BF","CWA 311B6B1 AO For Class I Penalty - Spill Expedited Settlement Pilot (Regionally Approved)"
"200000459","06-2004-0872","16","TSCA 16 Action For Penalty"
"200000460","07-2006-0186","14A","FIFRA 14A Action For Penalty"
"200000467","04-2006-9016","BNK","Bankruptcy"
"200000472","07-2006-0187","16","TSCA 16 Action For Penalty"
"200000478","04-2006-5016","311B6BF","CWA 311B6B1 AO For Class I Penalty - Spill Expedited Settlement Pilot (Regionally Approved)"
"200000481","07-2006-0188","16","TSCA 16 Action For Penalty"
"200000482","05-2006-3689","325","EPCRA 325 Action For Penalty"
"200000486","05-2006-0087","325","EPCRA 325 Action For Penalty"
"200000488","04-2006-2655","16","TSCA 16 Action For Penalty"
"200000505","08-2006-0105","1423C1","SDWA 1423C1 AO For Penalty-Non Oil/Gas (UIC)"
"200000508","02-2006-7931","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000510","08-2006-0106","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200000512","06-2006-2058","309A","CWA 309A AO For Compliance"
"200000514","04-2006-3022","14A","FIFRA 14A Action For Penalty"
"200000517","08-2006-0107","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200000522","06-2006-2084","309A","CWA 309A AO For Compliance"
"200000526","08-2006-0109","311B6BF","CWA 311B6B1 AO For Class I Penalty - Spill Expedited Settlement Pilot (Regionally Approved)"
"200000534","03-2006-0111","113D1","CAA 113D1 Action For Penalty"
"200000537","05-2006-0088","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200000540","05-2006-0089","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200000543","05-2006-0090","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200000564","07-2006-0189","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000575","08-2006-0110","311B6BF","CWA 311B6B1 AO For Class I Penalty - Spill Expedited Settlement Pilot (Regionally Approved)"
"200000584","04-2006-1776","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000586","04-2006-1771","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000589","07-2006-0190","309G2A","CWA 309G2A AO For Class I Penalties"
"200000592","04-2006-8029","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000594","04-2006-2031","325","EPCRA 325 Action For Penalty"
"200000596","04-2006-2024","325","EPCRA 325 Action For Penalty"
"200000597","05-2006-0091","14A","FIFRA 14A Action For Penalty"
"200000598","02-2006-5212","14A","FIFRA 14A Action For Penalty"
"200000604","07-2006-0191","309A","CWA 309A AO For Compliance"
"200000610","07-2006-0192","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000614","06-2006-3584","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000616","06-2006-2108","309A","CWA 309A AO For Compliance"
"200000617","06-2006-2107","309A","CWA 309A AO For Compliance"
"200000618","06-2006-2105","309A","CWA 309A AO For Compliance"
"200000619","04-2006-1767","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000621","08-2006-0112","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200000622","01-2006-0201","122H","CERCLA 122h Agrmt For Cost Recovery"
"200000625","07-2006-0193","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000627","08-2006-0111","14A","FIFRA 14A Action For Penalty"
"200000628","07-2006-0194","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000633","07-2006-0195","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000667","04-2006-1515","113D1","CAA 113D1 Action For Penalty"
"200000675","04-2006-2021","325","EPCRA 325 Action For Penalty"
"200000702","02-2006-0845","113D1","CAA 113D1 Action For Penalty"
"200000713","07-2006-0196","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000715","07-2006-0197","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000719","07-2006-0198","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000734","07-2006-0199","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000745","07-2006-0200","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000747","07-2006-0201","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000757","05-2006-0092","16","TSCA 16 Action For Penalty"
"200000764","06-2006-3587","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000773","07-2006-0204","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000776","04-2006-1817","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000778","05-2006-9907","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200000781","07-2006-0203","325","EPCRA 325 Action For Penalty"
"200000785","07-2006-0202","106","CERCLA 106 AO For Resp Action/Imm Haz"
"200000787","01-2006-6201","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200000788","06-2006-3586","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000790","04-2006-1814","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000805","06-2006-3577","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000810","06-2006-3582","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000826","08-2006-0113","1423C2","SDWA 1423C2 AO For Penalty-Oil/Gas (UIC)"
"200000829","06-2006-3583","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000831","08-2006-0116","311B6BE","CWA 311B6B1 AO For Class I Penalty - SPCC Expedited Settlement Program"
"200000838","04-2006-1812","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000840","07-2006-0205","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200000841","08-2006-0117","113D1","CAA 113D1 Action For Penalty"
"200000861","04-2006-4766","309A","CWA 309A AO For Compliance"
"200000869","04-2006-1766","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200000874","04-2006-4775","309A","CWA 309A AO For Compliance"
"200000876","05-2006-3690","109","CERCLA 109 Action For Penalty"
"200000876","05-2006-3690","325","EPCRA 325 Action For Penalty"
"200000896","04-2006-1511","113D1","CAA 113D1 Action For Penalty"
"200000901","04-2006-3023","14A","FIFRA 14A Action For Penalty"
"200000903","08-2006-0118","113D1","CAA 113D1 Action For Penalty"
"200000904","04-2006-4765","309A","CWA 309A AO For Compliance"
"200000927","04-2006-2022","109","CERCLA 109 Action For Penalty"
"600003740","HQ-2006-0657","325","EPCRA 325 Action For Penalty"
"600003741","HQ-2006-1485","109","CERCLA 109 Action For Penalty"
"600003741","HQ-2006-1485","113D1","CAA 113D1 Action For Penalty"
"600003741","HQ-2006-1485","325","EPCRA 325 Action For Penalty"
"600003742","HQ-2006-1486","109","CERCLA 109 Action For Penalty"
"600003742","HQ-2006-1486","113D1","CAA 113D1 Action For Penalty"
"600003742","HQ-2006-1486","325","EPCRA 325 Action For Penalty"
"600003743","HQ-2006-0658","109","CERCLA 109 Action For Penalty"
"600003743","HQ-2006-0658","113D1","CAA 113D1 Action For Penalty"
"600003743","HQ-2006-0658","325","EPCRA 325 Action For Penalty"
"600003744","HQ-2006-1487","109","CERCLA 109 Action For Penalty"
"600003744","HQ-2006-1487","113D1","CAA 113D1 Action For Penalty"
"600003744","HQ-2006-1487","325","EPCRA 325 Action For Penalty"
"600003745","HQ-2006-1488","109","CERCLA 109 Action For Penalty"
"600003745","HQ-2006-1488","113D1","CAA 113D1 Action For Penalty"
"600003745","HQ-2006-1488","325","EPCRA 325 Action For Penalty"
"600003746","HQ-2006-1489","109","CERCLA 109 Action For Penalty"
"600003746","HQ-2006-1489","113D1","CAA 113D1 Action For Penalty"
"600003746","HQ-2006-1489","325","EPCRA 325 Action For Penalty"
"600003747","HQ-2006-1490","109","CERCLA 109 Action For Penalty"
"600003747","HQ-2006-1490","113D1","CAA 113D1 Action For Penalty"
"600003747","HQ-2006-1490","325","EPCRA 325 Action For Penalty"
"600003748","HQ-2006-1491","109","CERCLA 109 Action For Penalty"
"600003748","HQ-2006-1491","113D1","CAA 113D1 Action For Penalty"
"600003748","HQ-2006-1491","325","EPCRA 325 Action For Penalty"
"600003749","HQ-2006-0659","109","CERCLA 109 Action For Penalty"
"600003749","HQ-2006-0659","113D1","CAA 113D1 Action For Penalty"
"600003749","HQ-2006-0659","325","EPCRA 325 Action For Penalty"
"600003750","HQ-2006-1492","109","CERCLA 109 Action For Penalty"
"600003750","HQ-2006-1492","113D1","CAA 113D1 Action For Penalty"
"600003750","HQ-2006-1492","325","EPCRA 325 Action For Penalty"
"600003751","HQ-2006-1495","109","CERCLA 109 Action For Penalty"
"600003751","HQ-2006-1495","113D1","CAA 113D1 Action For Penalty"
"600003751","HQ-2006-1495","325","EPCRA 325 Action For Penalty"
"600003752","HQ-2006-1496","109","CERCLA 109 Action For Penalty"
"600003752","HQ-2006-1496","113D1","CAA 113D1 Action For Penalty"
"600003752","HQ-2006-1496","325","EPCRA 325 Action For Penalty"
"600003753","HQ-2006-1497","109","CERCLA 109 Action For Penalty"
"600003753","HQ-2006-1497","113D1","CAA 113D1 Action For Penalty"
"600003753","HQ-2006-1497","325","EPCRA 325 Action For Penalty"
"600003754","HQ-2006-0660","109","CERCLA 109 Action For Penalty"
"600003754","HQ-2006-0660","113D1","CAA 113D1 Action For Penalty"
"600003754","HQ-2006-0660","325","EPCRA 325 Action For Penalty"
"600003755","HQ-2006-0661","109","CERCLA 109 Action For Penalty"
"600003755","HQ-2006-0661","113D1","CAA 113D1 Action For Penalty"
"600003755","HQ-2006-0661","325","EPCRA 325 Action For Penalty"
"600003756","HQ-2006-0662","109","CERCLA 109 Action For Penalty"
"600003756","HQ-2006-0662","113D1","CAA 113D1 Action For Penalty"
"600003756","HQ-2006-0662","325","EPCRA 325 Action For Penalty"
"600003757","HQ-2006-2311","109","CERCLA 109 Action For Penalty"
"600003757","HQ-2006-2311","113D1","CAA 113D1 Action For Penalty"
"600003757","HQ-2006-2311","325","EPCRA 325 Action For Penalty"
"600003758","HQ-2006-2312","109","CERCLA 109 Action For Penalty"
"600003758","HQ-2006-2312","113D1","CAA 113D1 Action For Penalty"
"600003758","HQ-2006-2312","325","EPCRA 325 Action For Penalty"
"600003759","HQ-2006-2313","109","CERCLA 109 Action For Penalty"
"600003759","HQ-2006-2313","113D1","CAA 113D1 Action For Penalty"
"600003759","HQ-2006-2313","325","EPCRA 325 Action For Penalty"
"600003760","HQ-2006-2314","109","CERCLA 109 Action For Penalty"
"600003760","HQ-2006-2314","113D1","CAA 113D1 Action For Penalty"
"600003760","HQ-2006-2314","325","EPCRA 325 Action For Penalty"
"600003761","HQ-2006-2315","109","CERCLA 109 Action For Penalty"
"600003761","HQ-2006-2315","113D1","CAA 113D1 Action For Penalty"
"600003761","HQ-2006-2315","325","EPCRA 325 Action For Penalty"
"600003762","HQ-2006-2071","109","CERCLA 109 Action For Penalty"
"600003762","HQ-2006-2071","113D1","CAA 113D1 Action For Penalty"
"600003762","HQ-2006-2071","325","EPCRA 325 Action For Penalty"
"600003763","HQ-2006-2072","109","CERCLA 109 Action For Penalty"
"600003763","HQ-2006-2072","113D1","CAA 113D1 Action For Penalty"
"600003763","HQ-2006-2072","325","EPCRA 325 Action For Penalty"
"600003764","HQ-2006-2073","109","CERCLA 109 Action For Penalty"
"600003764","HQ-2006-2073","113D1","CAA 113D1 Action For Penalty"
"600003764","HQ-2006-2073","325","EPCRA 325 Action For Penalty"
"600003765","HQ-2006-2074","109","CERCLA 109 Action For Penalty"
"600003765","HQ-2006-2074","113D1","CAA 113D1 Action For Penalty"
"600003765","HQ-2006-2074","325","EPCRA 325 Action For Penalty"
"600003766","HQ-2006-2075","109","CERCLA 109 Action For Penalty"
"600003766","HQ-2006-2075","113D1","CAA 113D1 Action For Penalty"
"600003766","HQ-2006-2075","325","EPCRA 325 Action For Penalty"
"600003767","HQ-2006-2076","109","CERCLA 109 Action For Penalty"
"600003767","HQ-2006-2076","113D1","CAA 113D1 Action For Penalty"
"600003767","HQ-2006-2076","325","EPCRA 325 Action For Penalty"
"600003768","HQ-2006-2077","109","CERCLA 109 Action For Penalty"
"600003768","HQ-2006-2077","113D1","CAA 113D1 Action For Penalty"
"600003768","HQ-2006-2077","325","EPCRA 325 Action For Penalty"
"600003769","HQ-2006-2078","109","CERCLA 109 Action For Penalty"
"600003769","HQ-2006-2078","113D1","CAA 113D1 Action For Penalty"
"600003769","HQ-2006-2078","325","EPCRA 325 Action For Penalty"
"600003770","HQ-2006-2079","109","CERCLA 109 Action For Penalty"
"600003770","HQ-2006-2079","113D1","CAA 113D1 Action For Penalty"
"600003770","HQ-2006-2079","325","EPCRA 325 Action For Penalty"
"600003771","HQ-2006-2080","109","CERCLA 109 Action For Penalty"
"600003771","HQ-2006-2080","113D1","CAA 113D1 Action For Penalty"
"600003771","HQ-2006-2080","325","EPCRA 325 Action For Penalty"
"600003772","HQ-2006-2081","109","CERCLA 109 Action For Penalty"
"600003772","HQ-2006-2081","113D1","CAA 113D1 Action For Penalty"
"600003772","HQ-2006-2081","325","EPCRA 325 Action For Penalty"
"600003773","HQ-2006-1659","109","CERCLA 109 Action For Penalty"
"600003773","HQ-2006-1659","113D1","CAA 113D1 Action For Penalty"
"600003773","HQ-2006-1659","325","EPCRA 325 Action For Penalty"
"600003776","04-2006-1519","113D1","CAA 113D1 Action For Penalty"
"600003778","04-2006-1824","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"600003779","04-2006-1832","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"600003781","04-2006-0002","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"600003783","HQ-2006-1661","109","CERCLA 109 Action For Penalty"
"600003783","HQ-2006-1661","113D1","CAA 113D1 Action For Penalty"
"600003783","HQ-2006-1661","325","EPCRA 325 Action For Penalty"
"600003791","06-2006-0038","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"600003792","HQ-2006-1662","109","CERCLA 109 Action For Penalty"
"600003792","HQ-2006-1662","113D1","CAA 113D1 Action For Penalty"
"600003792","HQ-2006-1662","325","EPCRA 325 Action For Penalty"
"600003813","HQ-2006-1663","109","CERCLA 109 Action For Penalty"
"600003813","HQ-2006-1663","113D1","CAA 113D1 Action For Penalty"
"600003813","HQ-2006-1663","325","EPCRA 325 Action For Penalty"
"600003838","06-2006-0311","14A","FIFRA 14A Action For Penalty"
"600003846","HQ-2006-1664","109","CERCLA 109 Action For Penalty"
"600003846","HQ-2006-1664","113D1","CAA 113D1 Action For Penalty"
"600003846","HQ-2006-1664","325","EPCRA 325 Action For Penalty"
"600003879","HQ-2006-1251","109","CERCLA 109 Action For Penalty"
"600003879","HQ-2006-1251","113D1","CAA 113D1 Action For Penalty"
"200003049","02-2006-8415","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003053","02-2006-8416","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003056","02-2006-3330","309G2A","CWA 309G2A AO For Class I Penalties"
"200003057","06-2006-2075","309A","CWA 309A AO For Compliance"
"200003059","02-2006-8417","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003061","02-2006-8419","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003062","02-2006-8420","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003064","02-2006-8421","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003065","02-2006-8422","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003067","02-2006-8423","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003070","02-2006-8424","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003086","04-2006-2684","16","TSCA 16 Action For Penalty"
"200003138","02-2006-8425","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003143","02-2006-8426","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003147","06-2006-1122","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003148","02-2006-8428","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"200003149","02-2006-2015","106","CERCLA 106 AO For Resp Action/Imm Haz"
"200003151","06-2006-1121","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003152","04-2006-4764","309A","CWA 309A AO For Compliance"
"200003156","02-2006-3309","309G2A","CWA 309G2A AO For Class I Penalties"
"200003158","04-2006-2666","16","TSCA 16 Action For Penalty"
"200003160","02-2006-3802","311B6BE","CWA 311B6B1 AO For Class I Penalty - SPCC Expedited Settlement Program"
"200003172","02-2006-0836","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003196","06-2006-2020","309A","CWA 309A AO For Compliance"
"200003199","10-2006-0313","14A","FIFRA 14A Action For Penalty"
"200003223","03-2006-0108","309A","CWA 309A AO For Compliance"
"200003227","03-2006-0116","309G2A","CWA 309G2A AO For Class I Penalties"
"200003228","10-2006-0299","325","EPCRA 325 Action For Penalty"
"200003232","10-2006-0300","325","EPCRA 325 Action For Penalty"
"200003236","03-2006-0171","309A","CWA 309A AO For Compliance"
"200003260","02-2006-0829","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003263","02-2006-0830","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003268","02-2006-0822","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003285","02-2006-0823","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003303","06-2006-1123","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003307","HQ-2006-0024","109","CERCLA 109 Action For Penalty"
"200003307","HQ-2006-0024","113D1","CAA 113D1 Action For Penalty"
"200003307","HQ-2006-0024","325","EPCRA 325 Action For Penalty"
"200003313","03-2006-0104","309G2A","CWA 309G2A AO For Class I Penalties"
"200003323","01-2006-2206","309G2B","CWA 309G2B AO For Class II Penalties"
"200003335","03-2006-0051","122/104","CERCLA 122A/104A Agrmt For RI/FS"
"200003338","02-2006-0854","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003352","04-2006-9141","325","EPCRA 325 Action For Penalty"
"200003360","06-2006-7005","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003366","06-2006-7006","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003372","06-2006-7007","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003376","02-2006-0906","325","EPCRA 325 Action For Penalty"
"200003384","02-2006-2004","122G1A","CERCLA 122G1A Agrmt For De Minimus Cr"
"200003392","09-2006-0119","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200003394","03-2006-0184","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"200003401","03-2006-0113","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200003403","01-2006-0208","113D1","CAA 113D1 Action For Penalty"
"200003407","05-2006-0526","309A","CWA 309A AO For Compliance"
"200003408","03-2006-0183","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"200003424","02-2006-0855","113D1","CAA 113D1 Action For Penalty"
"200003430","02-2006-8350","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200003434","02-2006-9144","16","TSCA 16 Action For Penalty"
"200003437","02-2006-9168","16","TSCA 16 Action For Penalty"
"200003442","02-2006-1231","113D1","CAA 113D1 Action For Penalty"
"200003449","02-2006-8351","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200003456","02-2006-3066","309A","CWA 309A AO For Compliance"
"200003466","02-2006-3060","309A","CWA 309A AO For Compliance"
"200003473","02-2006-3063","309A","CWA 309A AO For Compliance"
"200003486","02-2006-8502","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003489","05-2006-9909","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003492","02-2006-8503","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003499","02-2006-1025","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200003507","06-2006-1863","309G2A","CWA 309G2A AO For Class I Penalties"
"200003513","02-2006-2009","122H","CERCLA 122h Agrmt For Cost Recovery"
"200003550","06-2006-1124","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003561","02-2006-1230","113D1","CAA 113D1 Action For Penalty"
"200003566","02-2006-2001","122H","CERCLA 122h Agrmt For Cost Recovery"
"200003570","02-2006-2005","122H","CERCLA 122h Agrmt For Cost Recovery"
"200003577","04-2006-9013","BNK","Bankruptcy"
"200003580","03-2006-0165","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003588","03-2006-0099","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200003591","09-2006-0118","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200003592","03-2006-0102","9006E","RCRA 9006 AO For Comp And/Or Pen (UST) - UST Expedited Settlement Program"
"200003598","04-2006-3768","122H","CERCLA 122h Agrmt For Cost Recovery"
"200003611","HQ-2006-0025","109","CERCLA 109 Action For Penalty"
"200003611","HQ-2006-0025","113D1","CAA 113D1 Action For Penalty"
"200003611","HQ-2006-0025","325","EPCRA 325 Action For Penalty"
"200003616","02-2006-8003","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200003618","02-2006-3055","309A","CWA 309A AO For Compliance"
"200003619","02-2006-3054","309A","CWA 309A AO For Compliance"
"200003620","02-2006-3503","309A","CWA 309A AO For Compliance"
"200003621","02-2006-3062","309A","CWA 309A AO For Compliance"
"200003628","02-2006-3058","309A","CWA 309A AO For Compliance"
"200003630","02-2006-3068","309A","CWA 309A AO For Compliance"
"200003633","02-2006-3803","311B6BE","CWA 311B6B1 AO For Class I Penalty - SPCC Expedited Settlement Program"
"200003634","02-2006-3070","309A","CWA 309A AO For Compliance"
"200003635","02-2006-3072","309A","CWA 309A AO For Compliance"
"200003637","02-2006-3073","309A","CWA 309A AO For Compliance"
"200003639","04-2006-2676","16","TSCA 16 Action For Penalty"
"200003641","06-2006-1128","1423C3","SDWA 1423C3 AO for Compliance (UIC)"
"200003643","02-2006-3071","309A","CWA 309A AO For Compliance"
"200003647","03-2006-0222","309A","CWA 309A AO For Compliance"
"200003658","02-2006-0858","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003659","06-2006-7013","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003663","06-2006-7012","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003664","02-2006-0863","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200003665","06-2006-7010","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003666","06-2006-1712","309G2B","CWA 309G2B AO For Class II Penalties"
"200003668","06-2006-7011","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003674","06-2006-7014","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200003675","02-2006-0865","325","EPCRA 325 Action For Penalty"
"200000935","06-2006-3589","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200000940","06-2006-2028","309A","CWA 309A AO For Compliance"
"200000955","04-2006-4774","309A","CWA 309A AO For Compliance"
"200000961","04-2006-2032","109","CERCLA 109 Action For Penalty"
"200000961","04-2006-2032","325","EPCRA 325 Action For Penalty"
"200000969","08-2006-0119","BNK","Bankruptcy"
"200000971","02-2006-0819","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200000974","04-2006-2034","109","CERCLA 109 Action For Penalty"
"200000988","06-2006-3585","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200001007","06-2006-3590","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200001014","04-2006-2673","16","TSCA 16 Action For Penalty"
"200001015","06-2006-3588","113D1E","CAA 113D1 Action For Penalty - 112(r) Expedited Settlement Program"
"200001022","05-2006-0143","14A","FIFRA 14A Action For Penalty"
"200001056","04-2006-1813","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001090","04-2006-1791","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001105","04-2006-9106","109","CERCLA 109 Action For Penalty"
"200001105","04-2006-9106","325","EPCRA 325 Action For Penalty"
"200001146","04-2005-1016","1423C2","SDWA 1423C2 AO For Penalty-Oil/Gas (UIC)"
"200001161","05-2006-0093","16","TSCA 16 Action For Penalty"
"200001167","05-2006-0094","13A","FIFRA 13A AO For Stop Sale,Use,Or Removal"
"200001195","04-2006-1505","113D1","CAA 113D1 Action For Penalty"
"200001201","05-2006-5023","113D1","CAA 113D1 Action For Penalty"
"200001208","02-2006-0842","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200001209","05-2006-5024","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001227","05-2006-5025","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001234","04-2006-3772","122/104","CERCLA 122A/104A Agrmt For RI/FS"
"200001345","05-2006-0095","14A","FIFRA 14A Action For Penalty"
"200001361","04-2006-9017","CIV","Civil Judicial Action"
"200001366","05-2006-4852","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200001386","04-2006-1779","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001387","06-2006-0011","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200001390","02-2006-0913","113D1","CAA 113D1 Action For Penalty"
"200001391","04-2006-1777","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"200001393","04-2006-3771","122H","CERCLA 122h Agrmt For Cost Recovery"
"200001396","04-2006-0786","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200001398","06-2006-0012","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200001399","02-2006-0851","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200001401","06-2006-0013","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"200001404","02-2006-0839","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"200001405","06-2006-0014","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
