"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","ENF_CONCLUSION_NMBR","ENF_CONCLUSION_ACTION_CODE","ENF_CONCLUSION_NAME","SETTLEMENT_LODGED_DATE","SETTLEMENT_ENTERED_DATE","SETTLEMENT_FY","PRIMARY_LAW","REGION_CODE","ACTIVITY_TYPE_CODE","FED_PENALTY_ASSESSED_AMT","STATE_LOCAL_PENALTY_AMT","SEP_AMT","COMPLIANCE_ACTION_COST","COST_RECOVERY_AWARDED_AMT"
"17230","03-1996-0058","9843","1","APO","CHESTER'S RADIATOR SERVICE","05/06/1996","11/05/1996","1997","SDWA","03","AFR","1275",,,"5000",
"17232","03-1996-0060","9845","1","PSA","**PROPOSED SETTLEMENT**",,,,"SDWA","03","AFR",,,,"0",
"7501","02-2000-3409","6227","1","APO","FORTO CHEMICAL CORP.","08/03/2000","03/09/2001","2001","CWA","02","AFR","40000",,,"0",
"7505","02-2000-3501","6231","1","ACO","XAR CORP.",,"11/15/1999","2000","CWA","02","AFR",,,,"50000",
"15795","03-1992-0203","9291","1","ACO","STUART'S DRUG & SURGICAL SUPPLY","04/10/1992","04/10/1992","1992","FIFRA","03","AFR",,,,"0",
"17241","03-1996-0071","9851","1","CDC","DIXIE NARCO (NOXELL CORP)","09/16/1997","09/16/1997","1997","CERCLA","03","JDC",,,,"0","400000"
"5294","02-1995-0090","4120","1","APO","PUERTO RICO INDUSTRIAL DEVELOPMENT CORPORATION","03/31/1995","06/28/1996","1996","RCRA","02","AFR","4000",,,"0",
"6252","02-1997-0349","5050","1","FCT","VALLEY GROCERS / (SONAL PETROLEUM)",,"09/30/1997","1997","RCRA","02","AFR","300",,,"0",
"6255","02-1997-0352","5053","1","FCT","AMERICAN YACHT HARBOR",,"09/30/1997","1997","RCRA","02","AFR","900",,,"4081",
"6073","02-1997-0160","4875","1","APO","ESTATE MINT, INC.","05/20/1997","05/13/1999","1999","RCRA","02","AFR","18000",,,"20000",
"6076","02-1997-0163","4878","1","ACO","A. RUSSON WRECKING INC",,"05/15/1997","1997","CAA","02","AFR",,,,"0",
"6080","02-1997-0167","4882","1","ACO","GATEWAY DEMOLITION CORP",,"05/15/1997","1997","CAA","02","AFR",,,,"0",
"6081","02-1997-0168","4883","1","ACO","JDF TRANSFER INC",,"05/15/1997","1997","CAA","02","AFR",,,,"0",
"7855","02-2000-8263","6581","1","ACO","J.P.T. RANDAZZO'S & CO., INC.",,"04/10/2000","2000","SDWA","02","AFR",,,,"250",
"7734","02-2000-8142","6460","1","ACO","ELLICOTT WD NO. 5 - JOURNEY END",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"7735","02-2000-8143","6461","1","ACO","BLACK BROOK WD NO. 2",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"7739","02-2000-8147","6465","1","ACO","STANDISH WATER DISTRICT",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"7742","02-2000-8150","6468","1","ACO","CLINTON CORRECTIONAL FACILITY",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"5546","02-1995-0350","4367","1","APO","FORTO CHEMICAL CORP","01/25/1995","03/06/1996","1996","EPCRA","02","AFR","5000",,,"0",
"8792","02-2002-3027","7449","1","ACO","GERITREX CORPORATION",,"04/16/2002","2002","CWA","02","AFR",,,,"0",
"19992","04-1975-0021","11812","1","CDC","CAROLINA PAPER MILLS INC","03/30/1976","03/30/1976","1976","CWA","04","JDC","6500",,,"0",
"19994","04-1976-0001","11814","1","CDC","CARO-KNIT INC","10/05/1976","10/05/1976","1977","CWA","04","JDC","9000",,,"0",
"6828","02-1999-0104","5594","1","AOC","YURGIN MOTORS SUPERFUND SITE","09/02/1999","05/19/2000","2000","CERCLA","02","AFR",,,,"0","6500"
"6315","02-1997-0414","5113","1","ACO","LAIDLAW ENVIRONMENTAL SERVICES",,"08/05/1997","1997","RCRA","02","AFR",,,,"0",
"5240","02-1995-0034","4066","1","APO","PUERTO RICO SUN OIL CO.","03/16/1995","07/31/1995","1995","CWA","02","AFR","35000",,,"0",
"5299","02-1995-0095","4125","1","APO","NISSAO AMERICA, INC","01/26/1995","03/27/1995","1995","TSCA","02","AFR","45000",,,"0",
"6474","02-1998-0121","5265","1","ACO","MARSH CREEK WWTP",,"03/27/1998","1998","CWA","02","AFR",,,,"0",
"5935","02-1997-0022","4742","1","ACO","VASTA FARM INC.",,"01/09/1997","1997","SDWA","02","AFR",,,,"60",
"5936","02-1997-0023","4743","1","ACO","MICHAEL CATALANO FARM",,"01/09/1997","1997","SDWA","02","AFR",,,,"35",
"6464","02-1998-0111","5255","1","ACO","HACKETTSTOWN MUA",,"03/27/1998","1998","CWA","02","AFR",,,,"0",
"7396","02-2000-3036","6122","1","ACO","PRASA HUMACACO RWWTP - HUCARES PS",,"02/07/2000","2000","CWA","02","AFR",,,,"25000",
"6983","02-1999-3034","5743","1","ACO","PRASA - DORADO",,"08/30/1999","1999","CWA","02","AFR",,,,"0",
"7340","02-2000-2004","6066","1","ACO","SOUTH PEARL CHEMICAL",,"12/27/1999","2000","CERCLA","02","AFR",,,,"100000",
"6789","02-1998-0444","5573","1","NOD","WITCO CORPORATION",,"02/19/1999","1999","TSCA","02","AFR",,,,"0",
"7714","02-2000-8122","6440","1","ACO","VAN BUREN BAY WATER DISTRICT",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"7722","02-2000-8130","6448","1","ACO","DICKINSON WD #7",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"7726","02-2000-8134","6452","1","ACO","DICKINSON WD #8",,"03/30/2000","2000","SDWA","02","AFR",,,,"800",
"6361","02-1998-0003","5154","1","NOD","DIEMOLDING CORPORATION",,"03/17/1999","1999","EPCRA","02","AFR",,,,"2000",
"5517","02-1995-0321","4340","1","APO","ARECIBO, MUNICIPALITY OF","08/16/1995","06/12/1997","1997","TSCA","02","AFR","39750",,,"0",
"22853","04-1998-0518","13998","1","CDC","T.H. AGRICULTURE (AL) - OU 2","07/10/2000","07/10/2000","2000","CERCLA","04","JDC",,,,"7482000",
"22876","04-1998-0542","14001","1","ACO","SHORES, THOMAS","03/17/1992","02/12/1998","1998","CWA","04","AFR",,,,"0",
"22883","04-1998-0549","14008","1","ACO","ST. AUGUSTINE GAS SITE",,"09/15/1998","1998","CERCLA","04","AFR",,,,"500000","1000000"
"7324","02-2000-1252","6050","1","APO","FIBERGLASS INTERNATIONAL INC","11/19/1999","11/22/1999","2000","CAA","02","AFR","60000",,,"0",
"7326","02-2000-1254","6052","1","APO","JOHN J. SKALLEY INC","03/17/2000","07/31/2000","2000","CAA","02","AFR","3600",,,"0",
"7330","02-2000-1258","6056","1","APO","CONSOLIDATED EDISON CO. OF NY, INC. & ARS CONSTRUC","07/31/2000","12/29/2000","2001","CAA","02","AFR","5775",,,"0",
"7333","02-2000-1261","6059","1","APO","NIAGARA FALLS BOARD OF ED & METRO SERVICES OF WEST","09/29/2000","04/26/2001","2001","CAA","02","AFR","16080",,,"0",
"7523","02-2000-4006","6249","1","APO","WATER SERVICES CARIBBEAN INC","09/29/2000","03/15/2001","2001","EPCRA","02","AFR","25600",,,"0",
"7526","02-2000-4102","6252","1","APO","FACILE HOLDINGS INC","12/30/1999","06/05/2000","2000","EPCRA","02","AFR","50741",,,"0",
"600041323","06-2007-1858","600009341","1","ACO","JCS Construction, LLC",,"06/07/2007","2007","CWA","06","AFR",,,,"4000",
"6821","02-1999-0023","43739","2","CDC","Allied Waste Products, Inc, et al.","07/18/2000","08/22/2002","2002","CERCLA","02","JDC",,,,"0","703448.34"
"7100","02-1999-4113","5860","1","APO","BARRY CALLEBAUT USA INC","07/29/1999","10/25/1999","2000","EPCRA","02","AFR","3979",,,"2000",
"7104","02-1999-4204","5864","1","APO","GREAT EASTERN COLOR LITHOGRAPHIC CORPORATION","11/30/1998","05/20/1999","1999","EPCRA","02","AFR","40500",,,"10000",
"7110","02-1999-4211","5870","1","APO","RUCO POLYMER CORPORATION","07/29/1999","12/03/1999","2000","EPCRA","02","AFR","16800",,,"0",
"7115","02-1999-5106","5875","1","APO","HY-TEST PACKAGING CORPORATION","09/30/1999","12/20/1999","2000","FIFRA","02","AFR","3520",,,"0",
"7116","02-1999-5107","5876","1","APO","STELLA S. GARRISON","03/26/1999","03/31/2000","2000","FIFRA","02","AFR","5500",,,"0",
"7799","02-2000-8207","6525","1","ACO","KENSINGTON VILLAGE",,"04/10/2000","2000","SDWA","02","AFR",,,,"250",
"20324","04-1988-0020","12071","1","CDC","PRENTISS CREOSOTE & FOREST PRD","09/29/1992","09/29/1992","1992","CERCLA","04","JDC","0","0",,"0","53000"
"21750","04-1996-0400","12970","1","APO","LAIRD, WILLIAM B. D/B/A LAIRD EXPLORATION","07/02/1996","03/19/1997","1997","SDWA","04","AFR","1969","0",,"0","0"
"1519","01-2001-0066","1379","1","PSA","**PROPOSED SETTLEMENT**",,,,"CWA","01","AFR",,,,"0",
"1521","01-2001-0068","43314","1","CDC","WINCHENDON WPCF","04/30/2002","07/19/2002","2002","CWA","01","JDC","30000","15000",,"15000001",
"1529","01-2001-0076","1387","1","ACO","CHRISTMAS HILL MHP","05/30/2001","05/30/2001","2001","SDWA","01","AFR",,,,"0",
"23856","04-2000-0458","14917","1","ACO","MAE'S REST HOME WATER SYSTEM",,"05/26/2000","2000","SDWA","04","AFR",,,,"175",
"23864","04-2000-0466","14925","1","APO","BSN PARTNERSHIP (CHEMONIE CROSSING)","09/05/2000","11/14/2000","2001","CWA","04","AFR","4500",,,"5850",
"23866","04-2000-0468","14927","1","ACO","DAUGHTER'S PARK SUBDIVISION WATER SYSTEM",,"04/21/2000","2000","SDWA","04","AFR",,,,"175",
"23870","04-2000-0472","14931","1","ACO","KETTLE ISLAND WATER SYSTEM",,"04/21/2000","2000","SDWA","04","AFR",,,,"175",
"22247","04-1997-0419","13405","1","PSA","**PROPOSED SETTLEMENT**",,,,"SDWA","04","AFR",,,,"0",
"5475","02-1995-0276","4300","1","APO","LVI ENVIRONMENTAL SERVICES INC","09/28/1995","01/17/1996","1996","CAA","02","AFR","5600",,,"0",
"5480","02-1995-0282","4305","1","APO","DWW ENTERPRISES","09/28/1995","11/07/1996","1997","CAA","02","AFR","4200",,,"0",
"6627","02-1998-0277","5418","1","ACO","BAYAMON - MONTE VERDE PS",,"06/30/1998","1998","CWA","02","AFR",,,,"15000",
"6628","02-1998-0278","5419","1","ACO","BAYAMON - LA PROVIDENCIA PS",,"06/30/1998","1998","CWA","02","AFR",,,,"5000",
"6640","02-1998-0290","5431","1","APO","EG&G WRIGHT COMPONENTS, INC.","06/12/1998","01/12/1999","1999","CWA","02","AFR","39580",,,"7500",
"6655","02-1998-0305","5446","1","FCT","LA TRAVIATA SERVICE STATION",,"09/03/1998","1998","RCRA","02","AFR","450",,,"400",
"6143","02-1997-0233","4944","1","ACO","METROPOLITANO (PRASA)",,"07/02/1997","1997","SDWA","02","AFR",,,,"1347790",
"6145","02-1997-0235","4946","1","ACO","PONCE URBANO (PRASA)",,"07/02/1997","1997","SDWA","02","AFR",,,,"155067",
"6146","02-1997-0236","4947","1","ACO","CAYEY URBANO (PRASA)",,"07/02/1997","1997","SDWA","02","AFR",,,,"34440",
"7163","02-1999-8006","5922","1","ACO","PRASA (FAJARDO CEIBA)",,"02/16/1999","1999","SDWA","02","AFR",,,,"46426",
"8407","02-2001-3308","7090","1","APO","CONSAC INDUSTRIES, INC.","07/05/2001","04/25/2002","2002","CWA","02","AFR","12500",,,"0",
"8411","02-2001-3312","7094","1","APO","J&C BUILDERS CORPORATION","08/10/2001","12/28/2001","2002","CWA","02","AFR","9720",,,"0",
"8416","02-2001-3401","7099","1","APO","PR Used Oil","08/02/2001","05/21/2002","2002","CWA","02","AFR","30000",,,"0",
"15612","03-1992-0012","9204","1","APO","TUNNELTON CHRISTIAN ACADEMY","01/22/1992","03/06/1992","1992","TSCA","03","AFR","2000",,,"0",
"15624","03-1992-0024","9207","1","APO","AVRIL INC","01/21/1992","03/25/1997","1997","FIFRA","03","AFR","14400",,,"0",
"15625","03-1992-0025","9208","1","APO","HEYCO METALS INC","04/23/1992","08/28/1998","1998","EPCRA","03","AFR","45000","45000",,"0",
"15629","03-1992-0029","9209","1","APO","BP OIL COMPANY (#06015)","08/05/1992","08/05/1992","1992","RCRA","03","AFR","3938",,,"0",
"15633","03-1992-0033","9211","1","PSA","**PROPOSED SETTLEMENT**",,,,"EPCRA","03","AFR",,,,"0",
"7992","02-2000-8401","6718","1","ACO","FENIMORE WD",,"04/13/2000","2000","SDWA","02","AFR",,,,"800",
"10801","03-1986-0636","8139","1","APO","PERPETUAL CANDLE LIGHT(BYRNE CANDLE)","12/18/1985","05/07/1986","1986","FIFRA","03","AFR","2500",,,"0",
"15474","03-1991-0361","9141","1","CDC","WITCO CORPORATION","04/09/1992","04/09/1992","1992","CERCLA","03","JDC",,,,"0","2061800"
"3715","02-1989-0423","2861","1","APO","REAGENT CHEMICAL AND RESEARCH INC","09/27/1989","06/09/1990","1990","FIFRA","02","AFR","1920",,,"0",
"6657","02-1998-0307","50592","5","CDC","Martin Berstein et al","12/16/2003","04/05/2004","2004","CERCLA","02","JDC",,,,"0","140000"
"6096","02-1997-0183","4899","1","APO","CATANO, MUNICIPALITY OF","06/30/1997","12/19/1997","1998","RCRA","02","AFR","5000",,,"7600",
"6103","02-1997-0190","4906","1","APO","SINOCHEM (USA) INC","06/30/1997","10/14/1997","1998","TSCA","02","AFR","178500",,,"2000",
"6117","02-1997-0206","4920","1","ACO","LAJAS WWTP - EL VALLE PUMP STATION",,"06/30/1997","1997","CWA","02","AFR",,,,"2500",
"6120","02-1997-0209","4923","1","ACO","CEIBA WWTP - LAS GAVIOTAS",,"06/30/1997","1997","CWA","02","AFR",,,,"2500",
"6124","02-1997-0213","4927","1","ACO","TAJAOMAR DEVELOPMENT, S.E.",,"03/31/1997","1997","CWA","02","AFR",,,,"35000",
"6126","02-1997-0216","4929","1","ACO","PRASA LARES WWTP",,"03/31/1997","1997","CWA","02","AFR",,,,"0",
"6301","02-1997-0398","5099","1","ACO","JAMESTOWN ELECTRO PLATING WORKS",,"09/16/1997","1997","CWA","02","AFR",,,,"1000",
"8273","02-2001-1046","6956","1","ACO","ARCHWAY CONTRACTING COMPANY INC",,"09/28/2001","2001","CAA","02","AFR",,,,"0",
"12059","03-1988-0036","8404","1","APO","CONSOLIDATED ENERGY CORP","03/11/1988","07/07/1988","1988","SDWA","03","AFR","15000",,,"0",
"10295","03-1986-0129","7989","1","APO","US STEEL-MONROEVILLE","04/25/1985","09/27/1985","1985","TSCA","03","AFR","5375",,,"0",
"10296","03-1986-0130","7990","1","APO","US STEEL-FAIRLESS HILLS","04/04/1985","09/27/1985","1985","TSCA","03","AFR","20000",,,"0",
"10298","03-1986-0132","7992","1","APO","MONARCH RUBBER COMPANY","05/15/1985","03/10/1986","1986","TSCA","03","AFR","3000",,,"0",
"10310","03-1986-0144","8004","1","APO","STANDARD CHLORINE & CHLOROBEN CHEMICAL CO.","05/15/1985","08/23/1985","1985","TSCA","03","AFR","4500",,,"0",
"10311","03-1986-0145","8005","1","APO","SOUTHEASTERN GREENE SCHOOL DISTRICT","07/24/1985","04/02/1986","1986","TSCA","03","AFR","500",,,"0",
"8767","02-2002-2003","7424","1","AOC","NEPERA INC., ET AL",,"12/10/2001","2002","CERCLA","02","AFR",,,,"0","299159"
"8768","02-2002-2004","7425","1","ACO","GARANOD CO., INC",,"10/19/2001","2002","CERCLA","02","AFR",,,,"0",
"8770","02-2002-2009","7427","1","AOC","KOLMAR LABORATORIES INC ET AL","12/19/2001","04/05/2002","2002","CERCLA","02","AFR",,,,"0","75000"
"12245","03-1988-0262","8449","2","CDC","OLIN CORPORATION (OU # 2)","07/29/1997","07/29/1997","1997","CERCLA","03","JDC",,,,"36800000","379000"
"11195","03-1987-0127","8292","1","CDC","LONG, THOMAS","05/02/1989","05/02/1989","1989","CWA","03","JDC","10000",,,"0",
"15929","03-1992-0343","44125","2","CDC","Strasburg, et al.","08/15/2001","09/20/2001","2001","CERCLA","03","JDC",,,,"0","7694022"
"16111","03-1993-0093","9374","1","ACO","DIXON WEAREVER","04/20/1993","04/20/1993","1993","RCRA","03","AFR",,,,"0",
"16135","03-1993-0119","9382","1","APO","MEDUSA CORPORATION","12/31/1992","02/23/1994","1994","RCRA","03","AFR","200000",,,"0",
"8987","03-1978-0041","7621","1","CDC","NATIONAL STEEL CORP","07/17/1981","07/17/1981","1981","CAA","03","JDC",,,,"0",
"9007","03-1979-0002","7628","1","CDC","ROCKINGHAM POULTRY COOP","08/19/1982","08/19/1982","1982","CWA","03","JDC","7500",,,"0",
"9017","03-1979-0013","7632","1","CDC","HOPEWELL, CITY OF","08/03/1981","08/03/1981","1981","CWA","03","JDC","35000",,,"0",
"9018","03-1979-0014","7633","1","CDC","WADE LANDFILL","09/26/1986","09/26/1986","1986","CERCLA","03","JDC","117240",,,"0",
"8330","02-2001-3006","7013","1","ACO","AMERICAN TOOL",,"11/20/2000","2001","CWA","02","AFR",,,,"0",
"4236","02-1991-0245","3232","1","CDC","ALLIEDSIGNAL ET +CONSOL CASES","01/17/1997","01/17/1997","1997","CERCLA","02","JDC",,,,"106000000","108904323"
"1533","01-2001-0080","1391","1","ACO","EVERGREEN TRAILER PARK SYSTEM #1","05/30/2001","05/30/2001","2001","SDWA","01","AFR",,,,"0",
"12073","03-1988-0050","8407","1","APO","ELLICOTT MACHINE CORP.","02/25/1988","04/26/1989","1989","TSCA","03","AFR","11400",,,"0",
"15289","03-1991-0168","9092","1","APO","ROESSING BRONZE CO","07/31/1991","01/26/1994","1994","EPCRA","03","AFR","66300",,,"0",
"18890","03-2000-0153","11015","1","ACO","AUCHTER, WILLIAMS","04/20/2000","04/20/2000","2000","CWA","03","AFR",,,,"3000",
"17767","03-1997-0270","10220","1","ACO","HANLIN-ALLIED-OLIN SITE","06/17/1997","06/17/1997","1997","CERCLA","03","AFR",,,,"5000000",
"21147","04-1994-0467","12648","1","APO","FLORIDA DEPARTMENT OF CORRECTIONS","09/26/1994","02/14/1996","1996","CWA","04","AFR","32000",,,"3400000",
"19119","03-2000-0388","11217","1","ACO","MCCABE, VERNON W. JR","06/06/2000","06/06/2000","2000","SDWA","03","AFR",,,,"0",
"19129","03-2000-0398","11223","1","ACO","VALLEY PARK MOBILE HOME CT","06/06/2000","06/06/2000","2000","SDWA","03","AFR",,,,"116",
"17419","03-1996-0301","9968","1","CDC","ALLEGHENY LUDLUM CORP","07/14/1999","07/14/1999","1999","CERCLA","03","JDC","150000",,,"0",
"8333","02-2001-3009","7016","1","ACO","VILLAGE OF CAYUGA HEIGHTS WWTP",,"04/27/2001","2001","CWA","02","AFR",,,,"0",
"10003","03-1985-0213","7869","1","ACO","UNIFORM TUBES, INC","06/30/1988","06/30/1988","1988","RCRA","03","AFR",,,,"0",
"10005","03-1985-0215","7871","1","ACO","GENERAL MOTORS CORP","07/29/1987","07/29/1987","1987","RCRA","03","AFR",,,,"0",
"10175","03-1986-0009","7878","1","APO","JOY MANUFACTURING CO.","07/15/1980","01/22/1981","1981","TSCA","03","AFR","16000",,,"0",
"10183","03-1986-0017","7884","1","APO","SWISSVALE AUTO PARTS","03/11/1981","04/08/1982","1982","TSCA","03","AFR","1000",,,"0",
"3764","02-1990-0005","2881","1","APO","ENDICOTT, VILLAGE OF","12/07/1989","04/13/1990","1990","CWA","02","AFR","3500",,,"0",
"4692","02-1993-0052","3617","1","APO","PRASA (BAYAMON)","05/03/1993","09/30/1993","1993","CWA","02","AFR","25000",,,"0",
"1550","01-2001-0098","1401","1","ACO","NASONVILLE WATER DISTRICT","05/30/2001","05/30/2001","2001","SDWA","01","AFR",,,,"0",
"5825","02-1996-0230","4636","1","APO","CURRY HONDA","09/30/1996","04/23/1997","1997","CAA","02","AFR","12500",,,"0",
"5347","02-1995-0146","4173","1","APO","VIRGIN ISLANDS DEPT. OF HUMAN SERVICES","06/15/1995","09/12/1996","1996","SDWA","02","AFR","1000",,,"400",
"5358","02-1995-0158","4185","1","APO","MERCER RUBBER CO","06/06/1995","10/20/1995","1996","EPCRA","02","AFR","2000",,,"0",
"5362","02-1995-0162","4189","1","APO","KNOWLTON SPECIALTY PAPER, INC.","03/30/1995","05/23/1996","1996","TSCA","02","AFR","20400",,,"0",
"5363","02-1995-0163","4190","1","APO","BLUE CIRCLE AMERICA, INC.","06/21/1995","11/22/1995","1996","TSCA","02","AFR","7750",,,"0",
"6214","02-1997-0311","5013","1","ACO","AGUADILLA WWTP",,"08/28/1997","1997","CWA","02","AFR",,,,"0",
"12921","03-1989-0083","8600","1","PSJ","**PROPOSED SETTLEMENT**",,,,"CAA","03","JDC",,,,"0",
"16559","03-1994-0047","9577","2","CDC","NVF CO, IN RE","04/21/1999","04/21/1999","1999","CERCLA","03","JDC",,,,"0","1500000"
"19112","03-2000-0381","11210","1","ACO","MIDTOWN WATERWORKS COOPERATIVE","08/08/2000","08/08/2000","2000","SDWA","03","AFR",,,,"117",
"19384","03-2000-0710","11427","1","NOD","DURA BOND COATING, INC.","06/30/2000","06/30/2000","2000","EPCRA","03","AFR",,,,"0",
"19395","03-2001-0006","11432","1","APO","SOUTHERN INSULATION, INC.","11/28/2000","11/28/2000","2001","CAA","03","AFR","4500",,,"0",
"19426","03-2001-0044","48744","1","NOD","CATERPILLAR LOGISTIC SERVICES","01/15/2003","01/15/2003","2003","EPCRA","03","AFR",,,,"0",
"8232","02-2001-0850","48072","1","NOD","MONTCLAIR STATE UNIVERSITY",,"08/21/2003","2003","RCRA","02","AFR",,,,"0",
"9585","03-1982-0070","7715","1","CDC","ORSELLI ELECTRIC INC.","08/15/1983","08/15/1983","1983","TSCA","03","JDC",,,,"0",
"5975","02-1997-0062","4782","1","APO","CONGOLEUM CORP","06/30/1998","10/19/1998","1999","EPCRA","02","AFR","19000",,,"15000",
"7630","02-2000-8038","6356","1","ACO","PEPPER TREE TERRACE",,"01/19/2000","2000","SDWA","02","AFR",,,,"500",
"7646","02-2000-8054","6372","1","ACO","COWPET VILLAGE - EAST",,"01/19/2000","2000","SDWA","02","AFR",,,,"500",
"1559","01-2001-0109","1410","1","FCT","THOMASTON PIK QUICK","04/13/2001","01/09/2003","2003","RCRA","01","AFR","100",,,"0",
"1571","01-2001-0122","43446","1","CDC","A-1 AUTO SERVICE INC","08/17/2002","09/18/2002","2002","CERCLA","01","JDC",,,,"0","805000"
"1572","01-2001-0123","1418","1","APO","RIDGEWOOD PROVIDENCE POWER PARTNERS LP","08/22/2001","08/22/2001","2001","CAA","01","AFR","27338",,,"45000",
"1579","01-2001-0132","1423","1","ACO","WESTFORD ANODIZING","09/12/2001","09/12/2001","2001","CWA","01","AFR",,,,"0",
"16406","03-1993-0405","9475","1","APO","OAKRIDGE SERVICE STATION","09/30/1993","03/26/1997","1997","RCRA","03","AFR","37340",,,"0",
"16662","03-1994-0156","9622","1","APO","PENNZOIL PRODUCTS CO","05/25/1994","08/22/1994","1994","CWA","03","AFR","5339",,,"0",
"16668","03-1994-0163","9625","1","APO","SEARS ROEBUCK & CO","05/25/1994","07/07/1994","1994","CWA","03","AFR","7969",,,"0",
"8294","02-2001-1255","53100","1","APO","RUSSO FUEL, INC","06/22/2001","02/24/2004","2004","CAA","02","AFR","1000",,,"0",
"10335","03-1986-0169","8028","1","APO","UNITED LIGHT & POWER CO.","11/22/1985","03/03/1986","1986","TSCA","03","AFR","1000",,,"0",
"10336","03-1986-0170","8029","1","APO","CHESTER-UPLAND SCHOOL DISTRICT","12/06/1985","01/22/1988","1988","TSCA","03","AFR","1500",,,"0",
"10347","03-1986-0181","8039","1","PSA","**PROPOSED SETTLEMENT**",,,,"TSCA","03","AFR",,,,"0",
"15643","03-1992-0043","9218","1","APO","AIR PRODUCTS & CHEMICAL, INC.","01/06/1992","07/27/1992","1992","TSCA","03","AFR","32500",,,"0",
"15644","03-1992-0044","9219","1","ACO","PARADISCO, LENNY, MILLSCREEK ESTAE OF","11/06/1991","11/06/1991","1992","CWA","03","AFR",,,,"0",
"15650","03-1992-0050","9223","1","CDC","DEXT COMPANY OF MARYLAND","07/20/1995","07/20/1995","1995","CAA","03","JDC","100000",,,"0",
"21769","04-1996-0421","12988","1","APO","ASHLAND CHEMICAL, INC.","08/23/1996","09/27/1996","1996","RCRA","04","AFR","8600","0",,"0","0"
"21775","04-1996-0442","12993","1","ACO","PENSKE TRUCK LEASING","05/30/1996","06/30/1996","1996","SDWA","04","AFR",,,,"5000",
"8809","02-2002-3115","7466","1","ACO","ST. REGIS MOHAWK TRIBE (DRINKING WTP)",,"05/10/2002","2002","CWA","02","AFR",,,,"0",
"8814","02-2002-3410","7471","1","APO","Solid Waste Management Authority of PR","06/06/2002","09/04/2003","2003","CWA","02","AFR","30000",,"312965","0",
"8824","02-2002-4108","7481","1","APO","VICTORY REFRIGERATION COMPANY LLC","11/27/2001","04/09/2002","2002","EPCRA","02","AFR","37400",,,"0",
"14460","03-1989-1629","8747","1","CDC","HERCULES, INC. ET AL (II)","06/25/1991","06/25/1991","1991","CERCLA","03","JDC",,,,"0","6303335"
"14460","03-1989-1629","8749","3","CDC","HERCULES, INC. ET AL (III)","08/13/1991","08/13/1991","1991","CERCLA","03","JDC",,,,"0",
"5812","02-1996-0214","4623","1","APO","READY MIX CONCRETE","09/17/1996","07/30/1997","1997","RCRA","02","AFR","20000",,,"0",
"6018","02-1997-0105","4823","1","ACO","RIVERSIDE SEWERAGE AUTHORITY",,"03/24/1997","1997","CWA","02","AFR",,,,"0",
"6844","02-1999-0517","5606","1","NOD","DAP INCORPORATED",,"12/30/1999","2000","EPCRA","02","AFR",,,,"0",
"5593","02-1995-0402","4409","1","ACO","PUERTO RICO SUN OIL COMPANY","07/28/1995","07/28/1995","1995","CWA","02","AFR",,,,"0",
"6861","02-1999-1013","5622","1","ACO","HAPPY FACE LAUNDROMAT DRY CLEANING",,"10/19/1998","1999","CAA","02","AFR",,,,"300",
"6862","02-1999-1014","5623","1","ACO","HOLLYWOOD CLEANERS",,"10/19/1998","1999","CAA","02","AFR",,,,"300",
"8315","02-2001-2011","6998","1","AOC","BRAY TERMINALS INC","06/26/2001","09/06/2001","2001","CERCLA","02","AFR",,,,"0","108191"
"8345","02-2001-3021","7028","1","ACO","PREMIUM PROCESSING CORPORATION",,"02/16/2001","2001","CWA","02","AFR",,,,"0",
"8352","02-2001-3029","7035","1","ACO","HI TECH PHARMACAL CO., INC.",,"06/01/2001","2001","CWA","02","AFR",,,,"0",
"7960","02-2000-8369","6686","1","ACO","J&J DODGE",,"04/13/2000","2000","SDWA","02","AFR",,,,"800",
"7965","02-2000-8374","6691","1","ACO","S.U.N.Y. CESF",,"04/13/2000","2000","SDWA","02","AFR",,,,"800",
"18102","03-1998-0188","10447","1","ACO","BERKS LANDFILL SUPERFUND","03/31/1998","03/31/1998","1998","CERCLA","03","AFR",,,,"0",
"18108","03-1998-0194","10449","1","ACO","HERR SIGNAL AND LIGHTING","06/30/1998","06/30/1998","1998","SDWA","03","AFR",,,,"0",
"18122","03-1998-0208","10460","1","ACO","CENTRAL UNION BUILDING","04/27/1998","04/27/1998","1998","CAA","03","AFR",,,,"0",
"19439","03-2001-0058","11457","1","ACO","MILDER, CATHY","12/05/2000","12/05/2000","2001","CWA","03","AFR",,,,"0",
"18615","03-1999-0260","10821","1","ACO","HAZEL RIVER PUBLIC WATER SYSTEM","09/28/1999","09/28/1999","1999","SDWA","03","AFR",,,,"0",
"18916","03-2000-0179","11041","1","ACO","TRENT, JOE","04/14/2000","04/14/2000","2000","CWA","03","AFR",,,,"3000",
